,KP_Extract,Matching,KP_count,ATE
0,150.5110263824463,0.0,216,0.8160704024443283
1,152.62556076049805,11.270761489868164,205,1.053547206932471
2,150.03180503845215,3.017902374267578,191,1.1962967134851492
3,149.86062049865723,3.0107498168945312,195,1.2729948906696664
4,150.22921562194824,5.013465881347656,208,1.2929645355044772
5,145.71905136108398,4.654884338378906,209,1.2928201243713602
6,151.92723274230957,4.285335540771484,198,1.2849276256753648
7,136.28888130187988,3.628969192504883,211,1.2817997553198364
8,134.39297676086426,4.208087921142578,180,1.318957229023583
9,135.68711280822754,3.347158432006836,185,1.3725040251570813
10,136.0025405883789,2.7904510498046875,183,1.4288948167625288
11,134.42063331604004,3.42559814453125,187,1.4935478474824329
12,132.51996040344238,3.398418426513672,191,1.5550250327024735
13,132.94601440429688,3.4847259521484375,191,1.615290078201599
14,133.50701332092285,3.4401416778564453,204,1.6606558992822276
15,134.25016403198242,2.7360916137695312,195,1.7044202279845242
16,133.79693031311035,3.4360885620117188,207,1.7433874521850372
17,131.41226768493652,3.6683082580566406,183,1.7881091610738813
18,130.94806671142578,3.398895263671875,199,1.8279097313042152
19,135.60748100280762,3.5605430603027344,194,1.8624367208141412
20,135.98108291625977,4.415750503540039,219,1.8984206289877408
21,140.34438133239746,3.68499755859375,222,1.9416194106003184
22,131.57939910888672,2.804279327392578,224,1.9981166235731393
23,130.74994087219238,3.523111343383789,218,2.057132739588674
24,125.76913833618164,3.473997116088867,216,2.117091463855091
25,125.8854866027832,3.5698413848876953,230,2.1833511602370397
26,131.7763328552246,2.969980239868164,203,2.2611790979964157
27,126.33037567138672,3.4301280975341797,205,2.340829337402924
28,121.6576099395752,3.4368038177490234,218,2.425209632513401
29,117.19107627868652,4.209995269775391,190,2.5223010031244724
30,113.08073997497559,3.4284591674804688,178,2.635603566914753
31,111.8924617767334,4.782199859619141,175,2.76185222596108
32,108.5352897644043,4.628181457519531,165,2.9069768276588444
33,108.16311836242676,3.2758712768554688,157,3.0547380561024813
34,111.58394813537598,3.3388137817382812,160,3.209943612135907
35,108.41608047485352,2.5298595428466797,170,3.366296737737806
36,122.30587005615234,3.394603729248047,155,3.518339954669538
37,137.53056526184082,7.018566131591797,180,3.6695781100199043
38,133.98098945617676,6.826639175415039,151,3.809319607440051
39,128.39961051940918,6.412267684936523,164,3.944814391262288
40,124.03583526611328,5.106449127197266,155,4.090727029555416
41,114.67170715332031,4.422426223754883,161,4.237359286385156
42,108.9324951171875,3.9391517639160156,149,4.388203916508941
43,107.96213150024414,3.3235549926757812,156,4.537918246363685
44,106.05072975158691,4.8274993896484375,134,4.6986223700696845
45,110.2440357208252,3.25775146484375,132,4.879619839154829
46,104.13765907287598,2.4979114532470703,137,5.083836104870987
47,108.72173309326172,3.408670425415039,133,5.266199018166849
48,107.04445838928223,2.5162696838378906,142,5.461129709750731
