,rmse,mean,median,std,min,max,sse
harris.txt,0.08347235336052183,0.07477649782061363,0.06928990035421198,0.03709594518579603,0.0037233238466811646,0.2933176505555069,31.633057340968943
iss.txt,0.05211090584890231,0.04547511092482615,0.041092644692317715,0.025447215854940152,0.0015796689010549583,0.3146618110369239,12.328581148104949
sift.txt,0.09857265651281194,0.0861723741119396,0.07742172739197908,0.04786324844705725,0.0026991300353657204,0.8822097076937208,44.113221498447345
usip.txt,0.05221951912714716,0.045488193399422165,0.04114578153683919,0.02564570995560962,0.0030037375165046574,0.28637939727518097,12.380026927532017
