,KP_Extract,Matching,KP_count,ATE
0,0.8929669857025146,0.0,512,0.48209851071774423
1,0.2444906234741211,0.010205745697021484,512,0.5823665079296777
2,0.2413339614868164,0.006873130798339844,512,0.5315040290363211
3,0.2400059700012207,0.0047070980072021484,512,0.8497326043749793
4,0.24480438232421875,0.0036237239837646484,512,1.062590747467516
5,0.24614858627319336,0.0042572021484375,512,1.4500773388918338
6,0.24669981002807617,0.004891395568847656,512,1.8009425910693753
7,0.24055814743041992,0.0047054290771484375,512,2.015356055095993
8,0.2446610927581787,0.0057048797607421875,512,2.223490855170273
9,0.24626374244689941,0.006888389587402344,512,2.348979181240646
10,0.24010467529296875,0.006921529769897461,512,2.451928383175559
11,0.2368025779724121,0.0044193267822265625,512,2.5706892418430627
12,0.2426466941833496,0.00616908073425293,512,2.685171584297674
13,0.24262356758117676,0.010634422302246094,512,2.7886321308647095
14,0.24413561820983887,0.006329774856567383,512,2.8766768338845754
15,0.2394580841064453,0.005541324615478516,512,2.9578015636379233
16,0.24445390701293945,0.006485462188720703,512,3.0260466897297302
17,0.24344992637634277,0.006322383880615234,512,3.093051497740055
18,0.24483227729797363,0.09541678428649902,512,3.185240885507816
19,0.23958158493041992,0.006549835205078125,512,3.3188665447648575
20,0.24250388145446777,0.0063283443450927734,512,3.4261959572128693
21,0.2461390495300293,0.007399559020996094,512,3.538006199809208
22,0.24491310119628906,0.005522489547729492,512,3.6620582784420885
23,0.24137639999389648,0.007802724838256836,512,3.7690926278344943
24,0.24406099319458008,0.005574226379394531,512,3.851099124240462
25,0.24348163604736328,0.0034427642822265625,512,3.931378344195124
26,0.24297404289245605,0.005142927169799805,512,4.02054388841281
27,0.2387242317199707,0.0051190853118896484,512,4.10894832953997
28,0.24042057991027832,0.003244161605834961,512,4.201993860564064
29,0.23940348625183105,0.005352973937988281,512,4.295022871415232
30,0.24097657203674316,0.0052585601806640625,512,4.384265872997271
31,0.23780488967895508,0.005126237869262695,512,4.490038799787306
32,0.23938751220703125,0.004149675369262695,512,4.614957047653578
33,0.23923993110656738,0.0062830448150634766,512,4.750873358127233
34,0.24090933799743652,0.004282712936401367,512,4.900222614729958
35,0.2376575469970703,0.005219936370849609,512,5.06901621464604
36,0.24247241020202637,0.006198406219482422,512,5.236656624416504
37,0.23978304862976074,0.006924629211425781,512,5.410502586538897
38,0.2396409511566162,0.00693202018737793,512,5.586205855969872
39,0.23626351356506348,0.0060732364654541016,512,5.758012833872495
40,0.2395162582397461,0.0042040348052978516,512,5.92413288525442
41,0.2394106388092041,0.006410837173461914,512,6.083588432813732
42,0.24037551879882812,0.008052587509155273,512,6.229166119016395
43,0.23829269409179688,0.004218339920043945,512,6.365218996620447
44,0.2387404441833496,0.0061986446380615234,512,6.49220072109487
45,0.24069857597351074,0.004248380661010742,512,6.612739005442534
46,0.24082207679748535,0.00604248046875,512,6.727464731034068
47,0.23803424835205078,0.0032587051391601562,512,6.840282705608217
48,0.24036812782287598,0.005389690399169922,512,6.949217233494223
49,0.2392442226409912,0.0032777786254882812,512,7.05554748667156
50,0.24001717567443848,0.003602266311645508,512,7.154965695829394
51,0.23961353302001953,0.008365631103515625,512,7.266405384965176
52,0.24016904830932617,0.006351947784423828,512,7.379536106130446
53,0.24035239219665527,0.004293203353881836,512,7.4965366312380395
54,0.24167561531066895,0.005163908004760742,512,7.610212960930356
55,0.2388448715209961,0.005370140075683594,512,7.726298730978331
56,0.24081707000732422,0.0065157413482666016,512,7.844525312029663
57,0.24092483520507812,0.00541377067565918,512,7.9692958525355415
58,0.24248671531677246,0.005454540252685547,512,8.096486034350677
59,0.23905611038208008,0.005503416061401367,512,8.244587414169445
60,0.24131512641906738,0.005254268646240234,512,8.402138037725663
61,0.24153661727905273,0.006284475326538086,512,8.568237355768822
62,0.2439887523651123,0.0075032711029052734,512,8.73881009069035
63,0.2393500804901123,0.005293130874633789,512,8.927959599092471
64,0.24225616455078125,0.00645899772644043,512,9.141341198414207
65,0.24147486686706543,0.00348663330078125,512,9.370000485304038
66,0.24472689628601074,0.005609035491943359,512,9.609345611366486
67,0.23860979080200195,0.005463361740112305,512,9.843687655606585
68,0.2411794662475586,0.004374265670776367,512,10.087366013800285
69,0.24230456352233887,0.003407001495361328,512,10.332126756594725
70,0.24303483963012695,0.007400035858154297,512,10.59441488120179
71,0.2390141487121582,0.003412008285522461,512,10.85801925844109
72,0.23998355865478516,0.008425712585449219,512,11.118884958745491
73,0.24173974990844727,0.009466886520385742,512,11.37083280802736
74,0.2430741786956787,0.0034720897674560547,512,11.629687118108738
75,0.23843884468078613,0.004354953765869141,512,11.887556905780361
76,0.24137139320373535,0.005494356155395508,512,12.132075169535492
77,0.24132347106933594,0.006341218948364258,512,12.372028639287537
78,0.24117612838745117,0.003415346145629883,512,12.60105888947224
79,0.23904085159301758,0.0054378509521484375,512,12.833466496069217
80,0.24060845375061035,0.005515575408935547,512,13.06643745639079
81,0.24327778816223145,0.004662752151489258,512,13.303295138624412
82,0.24161696434020996,0.005365133285522461,512,13.54137678218316
83,0.23861455917358398,0.003375530242919922,512,13.768732857323608
84,0.2398538589477539,0.003526926040649414,512,13.993416666502654
85,0.24154949188232422,0.006241798400878906,512,14.213835036564895
86,0.24273133277893066,0.0035810470581054688,512,14.423342516027725
87,0.2383878231048584,0.006438255310058594,512,14.626008712866232
88,0.24012446403503418,0.011563301086425781,512,14.820352933050271
89,0.24149346351623535,0.007340192794799805,512,15.006972425976256
90,0.2415010929107666,0.003522157669067383,512,15.179580133872125
